R,G,B,white,stoneGreen,stoneBlue,vineYellow,red,ocher,black
104.64,118.64,21.64,0.0,0.5,0.0,0.5,0.0,0.0,0.0
25.32,20.32,17.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74.92,29.92,26.92,0.0,0.0,0.0,0.0,0.5,0.5,0.0
65.2,29.2,30.8,0.0,0.5,0.0,0.0,0.5,0.0,0.0
199.28,57.28,95.28,0.5,0.0,0.0,0.0,0.5,0.0,0.0
204.92,68.0,62.28,0.0,0.0,0.0,0.5,0.5,0.0,0.0
